a72,a73,a4,a24,a8,a63,a1,a82,a6,a7,a62,a2,Result
0,1,0,0,0,0,0,1,1,1,1,1,660
0,1,0,0,0,0,1,0,0,0,0,0,140
0,1,0,0,0,0,1,0,0,0,0,1,640
0,1,0,0,0,0,1,0,0,0,1,0,170
0,1,0,0,0,0,1,0,0,0,1,1,670
0,1,0,0,0,0,1,0,0,1,0,0,180
0,1,0,0,0,0,1,0,0,1,0,1,680
0,1,0,0,0,0,1,0,0,1,1,0,210
0,1,0,0,0,0,1,0,0,1,1,1,710
0,1,0,0,0,0,1,0,1,0,0,0,170
0,1,0,0,0,0,1,0,1,0,0,1,670
0,1,0,0,0,0,1,0,1,0,1,0,200
0,1,0,0,0,0,1,0,1,0,1,1,700
0,1,0,0,0,0,1,0,1,1,0,0,210
0,1,0,0,0,0,1,0,1,1,0,1,710
0,1,0,0,0,0,1,0,1,1,1,0,240
0,1,0,0,0,0,1,0,1,1,1,1,740
0,1,0,0,0,0,1,1,0,0,0,0,160
0,1,0,0,0,0,1,1,0,0,0,1,660
0,1,0,0,0,0,1,1,0,0,1,0,190
0,1,0,0,0,0,1,1,0,0,1,1,690
0,1,0,0,0,0,1,1,0,1,0,0,200
0,1,0,0,0,0,1,1,0,1,0,1,700
0,1,0,0,0,0,1,1,0,1,1,0,230
0,1,0,0,0,0,1,1,0,1,1,1,730
0,1,0,0,0,0,1,1,1,0,0,0,190
0,1,0,0,0,0,1,1,1,0,0,1,690
0,1,0,0,0,0,1,1,1,0,1,0,220
0,1,0,0,0,0,1,1,1,0,1,1,720
0,1,0,0,0,0,1,1,1,1,0,0,230
0,1,0,0,0,0,1,1,1,1,0,1,730
0,1,0,0,0,0,1,1,1,1,1,0,260
0,1,0,0,0,0,1,1,1,1,1,1,760
0,1,0,0,0,1,0,0,0,0,0,0,70
0,1,0,0,0,1,0,0,0,0,0,1,570
0,1,0,0,0,1,0,0,0,0,1,0,100
0,1,0,0,0,1,0,0,0,0,1,1,600
0,1,0,0,0,1,0,0,0,1,0,0,110
0,1,0,0,0,1,0,0,0,1,0,1,610
0,1,0,0,0,1,0,0,0,1,1,0,140
0,1,0,0,0,1,0,0,0,1,1,1,640
0,1,0,0,0,1,0,0,1,0,0,0,100
0,1,0,0,0,1,0,0,1,0,0,1,600
0,1,0,0,0,1,0,0,1,0,1,0,130
0,1,0,0,0,1,0,0,1,0,1,1,630
0,1,0,0,0,1,0,0,1,1,0,0,140
0,1,0,0,0,1,0,0,1,1,0,1,640
0,1,0,0,0,1,0,0,1,1,1,0,170
0,1,0,0,0,1,0,0,1,1,1,1,670
0,1,0,0,0,1,0,1,0,0,0,0,90
0,1,0,0,0,1,0,1,0,0,0,1,590
0,1,0,0,0,1,0,1,0,0,1,0,120
0,1,0,0,0,1,0,1,0,0,1,1,620
0,1,0,0,0,1,0,1,0,1,0,0,130
0,1,0,0,0,1,0,1,0,1,0,1,630
0,1,0,0,0,1,0,1,0,1,1,0,160
0,1,0,0,0,1,0,1,0,1,1,1,660
0,1,0,0,0,1,0,1,1,0,0,0,120
0,1,0,0,0,1,0,1,1,0,0,1,620
0,1,0,0,0,1,0,1,1,0,1,0,150
0,1,0,0,0,1,0,1,1,0,1,1,650
0,1,0,0,0,1,0,1,1,1,0,0,160
0,1,0,0,0,1,0,1,1,1,0,1,660
0,1,0,0,0,1,0,1,1,1,1,0,190
0,1,0,0,0,1,0,1,1,1,1,1,690
0,1,0,0,0,1,1,0,0,0,0,0,170
0,1,0,0,0,1,1,0,0,0,0,1,670
0,1,0,0,0,1,1,0,0,0,1,0,200
0,1,0,0,0,1,1,0,0,0,1,1,700
0,1,0,0,0,1,1,0,0,1,0,0,210
0,1,0,0,0,1,1,0,0,1,0,1,710
0,1,0,0,0,1,1,0,0,1,1,0,240
0,1,0,0,0,1,1,0,0,1,1,1,740
0,1,0,0,0,1,1,0,1,0,0,0,200
0,1,0,0,0,1,1,0,1,0,0,1,700
0,1,0,0,0,1,1,0,1,0,1,0,230
0,1,0,0,0,1,1,0,1,0,1,1,730
0,1,0,0,0,1,1,0,1,1,0,0,240
0,1,0,0,0,1,1,0,1,1,0,1,740
0,1,0,0,0,1,1,0,1,1,1,0,270
0,1,0,0,0,1,1,0,1,1,1,1,770
0,1,0,0,0,1,1,1,0,0,0,0,190
0,1,0,0,0,1,1,1,0,0,0,1,690
0,1,0,0,0,1,1,1,0,0,1,0,220
0,1,0,0,0,1,1,1,0,0,1,1,720
0,1,0,0,0,1,1,1,0,1,0,0,230
0,1,0,0,0,1,1,1,0,1,0,1,730
0,1,0,0,0,1,1,1,0,1,1,0,260
0,1,0,0,0,1,1,1,0,1,1,1,760
0,1,0,0,0,1,1,1,1,0,0,0,220
0,1,0,0,0,1,1,1,1,0,0,1,720
0,1,0,0,0,1,1,1,1,0,1,0,250
0,1,0,0,0,1,1,1,1,0,1,1,750
0,1,0,0,0,1,1,1,1,1,0,0,260
0,1,0,0,0,1,1,1,1,1,0,1,760
0,1,0,0,0,1,1,1,1,1,1,0,290
0,1,0,0,0,1,1,1,1,1,1,1,790
0,1,0,0,1,0,0,0,0,0,0,0,60
0,1,0,0,1,0,0,0,0,0,0,1,560
0,1,0,0,1,0,0,0,0,0,1,0,90
0,1,0,0,1,0,0,0,0,0,1,1,590
0,1,0,0,1,0,0,0,0,1,0,0,100
0,1,0,0,1,0,0,0,0,1,0,1,600
0,1,0,0,1,0,0,0,0,1,1,0,130
0,1,0,0,1,0,0,0,0,1,1,1,630
0,1,0,0,1,0,0,0,1,0,0,0,90
0,1,0,0,1,0,0,0,1,0,0,1,590
0,1,0,0,1,0,0,0,1,0,1,0,120
0,1,0,0,1,0,0,0,1,0,1,1,620
0,1,0,0,1,0,0,0,1,1,0,0,130
0,1,0,0,1,0,0,0,1,1,0,1,630
0,1,0,0,1,0,0,0,1,1,1,0,160
0,1,0,0,1,0,0,0,1,1,1,1,660
0,1,0,0,1,0,0,1,0,0,0,0,80
0,1,0,0,1,0,0,1,0,0,0,1,580
0,1,0,0,1,0,0,1,0,0,1,0,110
0,1,0,0,1,0,0,1,0,0,1,1,610
0,1,0,0,1,0,0,1,0,1,0,0,120
0,1,0,0,1,0,0,1,0,1,0,1,620
0,1,0,0,1,0,0,1,0,1,1,0,150
0,1,0,0,1,0,0,1,0,1,1,1,650
0,1,0,0,1,0,0,1,1,0,0,0,110
0,1,0,0,1,0,0,1,1,0,0,1,610
0,1,0,0,1,0,0,1,1,0,1,0,140
0,1,0,0,1,0,0,1,1,0,1,1,640
0,1,0,0,1,0,0,1,1,1,0,0,150
0,1,0,0,1,0,0,1,1,1,0,1,650
0,1,0,0,1,0,0,1,1,1,1,0,180
0,1,0,0,1,0,0,1,1,1,1,1,680
0,1,0,0,1,0,1,0,0,0,0,0,160
0,1,0,0,1,0,1,0,0,0,0,1,660
0,1,0,0,1,0,1,0,0,0,1,0,190
0,1,0,0,1,0,1,0,0,0,1,1,690
0,1,0,0,1,0,1,0,0,1,0,0,200
0,1,0,0,1,0,1,0,0,1,0,1,700
0,1,0,0,1,0,1,0,0,1,1,0,230
0,1,0,0,1,0,1,0,0,1,1,1,730
0,1,0,0,1,0,1,0,1,0,0,0,190
0,1,0,0,1,0,1,0,1,0,0,1,690
0,1,0,0,1,0,1,0,1,0,1,0,220
0,1,0,0,1,0,1,0,1,0,1,1,720
0,1,0,0,1,0,1,0,1,1,0,0,230
0,1,0,0,1,0,1,0,1,1,0,1,730
0,1,0,0,1,0,1,0,1,1,1,0,260
0,1,0,0,1,0,1,0,1,1,1,1,760
0,1,0,0,1,0,1,1,0,0,0,0,180
0,1,0,0,1,0,1,1,0,0,0,1,680
0,1,0,0,1,0,1,1,0,0,1,0,210
0,1,0,0,1,0,1,1,0,0,1,1,710
0,1,0,0,1,0,1,1,0,1,0,0,220
0,1,0,0,1,0,1,1,0,1,0,1,720
0,1,0,0,1,0,1,1,0,1,1,0,250
0,1,0,0,1,0,1,1,0,1,1,1,750
0,1,0,0,1,0,1,1,1,0,0,0,210
0,1,0,0,1,0,1,1,1,0,0,1,710
0,1,0,0,1,0,1,1,1,0,1,0,240
0,1,0,0,1,0,1,1,1,0,1,1,740
0,1,0,0,1,0,1,1,1,1,0,0,250
0,1,0,0,1,0,1,1,1,1,0,1,750
0,1,0,0,1,0,1,1,1,1,1,0,280
0,1,0,0,1,0,1,1,1,1,1,1,780
0,1,0,0,1,1,0,0,0,0,0,0,90
0,1,0,0,1,1,0,0,0,0,0,1,590
0,1,0,0,1,1,0,0,0,0,1,0,120
0,1,0,0,1,1,0,0,0,0,1,1,620
0,1,0,0,1,1,0,0,0,1,0,0,130
0,1,0,0,1,1,0,0,0,1,0,1,630
0,1,0,0,1,1,0,0,0,1,1,0,160
0,1,0,0,1,1,0,0,0,1,1,1,660
0,1,0,0,1,1,0,0,1,0,0,0,120
0,1,0,0,1,1,0,0,1,0,0,1,620
0,1,0,0,1,1,0,0,1,0,1,0,150
0,1,0,0,1,1,0,0,1,0,1,1,650
0,1,0,0,1,1,0,0,1,1,0,0,160
0,1,0,0,1,1,0,0,1,1,0,1,660
0,1,0,0,1,1,0,0,1,1,1,0,190
0,1,0,0,1,1,0,0,1,1,1,1,690
0,1,0,0,1,1,0,1,0,0,0,0,110
0,1,0,0,1,1,0,1,0,0,0,1,610
0,1,0,0,1,1,0,1,0,0,1,0,140
0,1,0,0,1,1,0,1,0,0,1,1,640
0,1,0,0,1,1,0,1,0,1,0,0,150
0,1,0,0,1,1,0,1,0,1,0,1,650
0,1,0,0,1,1,0,1,0,1,1,0,180
0,1,0,0,1,1,0,1,0,1,1,1,680
0,1,0,0,1,1,0,1,1,0,0,0,140
0,1,0,0,1,1,0,1,1,0,0,1,640
0,1,0,0,1,1,0,1,1,0,1,0,170
0,1,0,0,1,1,0,1,1,0,1,1,670
0,1,0,0,1,1,0,1,1,1,0,0,180
0,1,0,0,1,1,0,1,1,1,0,1,680
0,1,0,0,1,1,0,1,1,1,1,0,210
0,1,0,0,1,1,0,1,1,1,1,1,710
0,1,0,0,1,1,1,0,0,0,0,0,190
0,1,0,0,1,1,1,0,0,0,0,1,690
0,1,0,0,1,1,1,0,0,0,1,0,220
0,1,0,0,1,1,1,0,0,0,1,1,720
0,1,0,0,1,1,1,0,0,1,0,0,230
0,1,0,0,1,1,1,0,0,1,0,1,730
0,1,0,0,1,1,1,0,0,1,1,0,260
0,1,0,0,1,1,1,0,0,1,1,1,760
0,1,0,0,1,1,1,0,1,0,0,0,220
0,1,0,0,1,1,1,0,1,0,0,1,720
0,1,0,0,1,1,1,0,1,0,1,0,250
0,1,0,0,1,1,1,0,1,0,1,1,750
0,1,0,0,1,1,1,0,1,1,0,0,260
0,1,0,0,1,1,1,0,1,1,0,1,760
0,1,0,0,1,1,1,0,1,1,1,0,290
0,1,0,0,1,1,1,0,1,1,1,1,790
0,1,0,0,1,1,1,1,0,0,0,0,210
0,1,0,0,1,1,1,1,0,0,0,1,710
0,1,0,0,1,1,1,1,0,0,1,0,240
0,1,0,0,1,1,1,1,0,0,1,1,740
0,1,0,0,1,1,1,1,0,1,0,0,250
0,1,0,0,1,1,1,1,0,1,0,1,750
0,1,0,0,1,1,1,1,0,1,1,0,280
0,1,0,0,1,1,1,1,0,1,1,1,780
0,1,0,0,1,1,1,1,1,0,0,0,240
0,1,0,0,1,1,1,1,1,0,0,1,740
0,1,0,0,1,1,1,1,1,0,1,0,270
0,1,0,0,1,1,1,1,1,0,1,1,770
0,1,0,0,1,1,1,1,1,1,0,0,280
0,1,0,0,1,1,1,1,1,1,0,1,780
0,1,0,0,1,1,1,1,1,1,1,0,310
0,1,0,0,1,1,1,1,1,1,1,1,810
0,1,0,1,0,0,0,0,0,0,0,0,540
0,1,0,1,0,0,0,0,0,0,0,1,1040
0,1,0,1,0,0,0,0,0,0,1,0,570
0,1,0,1,0,0,0,0,0,0,1,1,1070
0,1,0,1,0,0,0,0,0,1,0,0,580
0,1,0,1,0,0,0,0,0,1,0,1,1080
0,1,0,1,0,0,0,0,0,1,1,0,610
0,1,0,1,0,0,0,0,0,1,1,1,1110
0,1,0,1,0,0,0,0,1,0,0,0,570
0,1,0,1,0,0,0,0,1,0,0,1,1070
0,1,0,1,0,0,0,0,1,0,1,0,600
0,1,0,1,0,0,0,0,1,0,1,1,1100
0,1,0,1,0,0,0,0,1,1,0,0,610
0,1,0,1,0,0,0,0,1,1,0,1,1110
0,1,0,1,0,0,0,0,1,1,1,0,640
0,1,0,1,0,0,0,0,1,1,1,1,1140
0,1,0,1,0,0,0,1,0,0,0,0,560
0,1,0,1,0,0,0,1,0,0,0,1,1060
0,1,0,1,0,0,0,1,0,0,1,0,590
0,1,0,1,0,0,0,1,0,0,1,1,1090
0,1,0,1,0,0,0,1,0,1,0,0,600
0,1,0,1,0,0,0,1,0,1,0,1,1100
0,1,0,1,0,0,0,1,0,1,1,0,630
0,1,0,1,0,0,0,1,0,1,1,1,1130
0,1,0,1,0,0,0,1,1,0,0,0,590
0,1,0,1,0,0,0,1,1,0,0,1,1090
0,1,0,1,0,0,0,1,1,0,1,0,620
0,1,0,1,0,0,0,1,1,0,1,1,1120
0,1,0,1,0,0,0,1,1,1,0,0,630
0,1,0,1,0,0,0,1,1,1,0,1,1130
0,1,0,1,0,0,0,1,1,1,1,0,660
0,1,0,1,0,0,0,1,1,1,1,1,1160
0,1,0,1,0,0,1,0,0,0,0,0,640
0,1,0,1,0,0,1,0,0,0,0,1,1140
0,1,0,1,0,0,1,0,0,0,1,0,670
0,1,0,1,0,0,1,0,0,0,1,1,1170
0,1,0,1,0,0,1,0,0,1,0,0,680
0,1,0,1,0,0,1,0,0,1,0,1,1180
0,1,0,1,0,0,1,0,0,1,1,0,710
0,1,0,1,0,0,1,0,0,1,1,1,1210
0,1,0,1,0,0,1,0,1,0,0,0,670
0,1,0,1,0,0,1,0,1,0,0,1,1170
0,1,0,1,0,0,1,0,1,0,1,0,700
0,1,0,1,0,0,1,0,1,0,1,1,1200
0,1,0,1,0,0,1,0,1,1,0,0,710
0,1,0,1,0,0,1,0,1,1,0,1,1210
0,1,0,1,0,0,1,0,1,1,1,0,740
0,1,0,1,0,0,1,0,1,1,1,1,1240
0,1,0,1,0,0,1,1,0,0,0,0,660
0,1,0,1,0,0,1,1,0,0,0,1,1160
0,1,0,1,0,0,1,1,0,0,1,0,690
0,1,0,1,0,0,1,1,0,0,1,1,1190
0,1,0,1,0,0,1,1,0,1,0,0,700
0,1,0,1,0,0,1,1,0,1,0,1,1200
0,1,0,1,0,0,1,1,0,1,1,0,730
0,1,0,1,0,0,1,1,0,1,1,1,1230
0,1,0,1,0,0,1,1,1,0,0,0,690
0,1,0,1,0,0,1,1,1,0,0,1,1190
0,1,0,1,0,0,1,1,1,0,1,0,720
0,1,0,1,0,0,1,1,1,0,1,1,1220
0,1,0,1,0,0,1,1,1,1,0,0,730
0,1,0,1,0,0,1,1,1,1,0,1,1230
0,1,0,1,0,0,1,1,1,1,1,0,760
0,1,0,1,0,0,1,1,1,1,1,1,1260
0,1,0,1,0,1,0,0,0,0,0,0,570
0,1,0,1,0,1,0,0,0,0,0,1,1070
0,1,0,1,0,1,0,0,0,0,1,0,600
0,1,0,1,0,1,0,0,0,0,1,1,1100
0,1,0,1,0,1,0,0,0,1,0,0,610
0,1,0,1,0,1,0,0,0,1,0,1,1110
0,1,0,1,0,1,0,0,0,1,1,0,640
0,1,0,1,0,1,0,0,0,1,1,1,1140
0,1,0,1,0,1,0,0,1,0,0,0,600
0,1,0,1,0,1,0,0,1,0,0,1,1100
0,1,0,1,0,1,0,0,1,0,1,0,630
0,1,0,1,0,1,0,0,1,0,1,1,1130
0,1,0,1,0,1,0,0,1,1,0,0,640
0,1,0,1,0,1,0,0,1,1,0,1,1140
0,1,0,1,0,1,0,0,1,1,1,0,670
0,1,0,1,0,1,0,0,1,1,1,1,1170
0,1,0,1,0,1,0,1,0,0,0,0,590
0,1,0,1,0,1,0,1,0,0,0,1,1090
0,1,0,1,0,1,0,1,0,0,1,0,620
0,1,0,1,0,1,0,1,0,0,1,1,1120
0,1,0,1,0,1,0,1,0,1,0,0,630
0,1,0,1,0,1,0,1,0,1,0,1,1130
0,1,0,1,0,1,0,1,0,1,1,0,660
0,1,0,1,0,1,0,1,0,1,1,1,1160
0,1,0,1,0,1,0,1,1,0,0,0,620
0,1,0,1,0,1,0,1,1,0,0,1,1120
0,1,0,1,0,1,0,1,1,0,1,0,650
0,1,0,1,0,1,0,1,1,0,1,1,1150
0,1,0,1,0,1,0,1,1,1,0,0,660
0,1,0,1,0,1,0,1,1,1,0,1,1160
0,1,0,1,0,1,0,1,1,1,1,0,690
0,1,0,1,0,1,0,1,1,1,1,1,1190
0,1,0,1,0,1,1,0,0,0,0,0,670
0,1,0,1,0,1,1,0,0,0,0,1,1170
0,1,0,1,0,1,1,0,0,0,1,0,700
0,1,0,1,0,1,1,0,0,0,1,1,1200
0,1,0,1,0,1,1,0,0,1,0,0,710
0,1,0,1,0,1,1,0,0,1,0,1,1210
0,1,0,1,0,1,1,0,0,1,1,0,740
0,1,0,1,0,1,1,0,0,1,1,1,1240
0,1,0,1,0,1,1,0,1,0,0,0,700
0,1,0,1,0,1,1,0,1,0,0,1,1200
0,1,0,1,0,1,1,0,1,0,1,0,730
0,1,0,1,0,1,1,0,1,0,1,1,1230
0,1,0,1,0,1,1,0,1,1,0,0,740
0,1,0,1,0,1,1,0,1,1,0,1,1240
0,1,0,1,0,1,1,0,1,1,1,0,770
0,1,0,1,0,1,1,0,1,1,1,1,1270
0,1,0,1,0,1,1,1,0,0,0,0,690
0,1,0,1,0,1,1,1,0,0,0,1,1190
0,1,0,1,0,1,1,1,0,0,1,0,720
0,1,0,1,0,1,1,1,0,0,1,1,1220
0,1,0,1,0,1,1,1,0,1,0,0,730
0,1,0,1,0,1,1,1,0,1,0,1,1230
0,1,0,1,0,1,1,1,0,1,1,0,760
0,1,0,1,0,1,1,1,0,1,1,1,1260
0,1,0,1,0,1,1,1,1,0,0,0,720
0,1,0,1,0,1,1,1,1,0,0,1,1220
0,1,0,1,0,1,1,1,1,0,1,0,750
0,1,0,1,0,1,1,1,1,0,1,1,1250
0,1,0,1,0,1,1,1,1,1,0,0,760
0,1,0,1,0,1,1,1,1,1,0,1,1260
0,1,0,1,0,1,1,1,1,1,1,0,790
0,1,0,1,0,1,1,1,1,1,1,1,1290
0,1,0,1,1,0,0,0,0,0,0,0,560
0,1,0,1,1,0,0,0,0,0,0,1,1060
0,1,0,1,1,0,0,0,0,0,1,0,590
0,1,0,1,1,0,0,0,0,0,1,1,1090
0,1,0,1,1,0,0,0,0,1,0,0,600
0,1,0,1,1,0,0,0,0,1,0,1,1100
0,1,0,1,1,0,0,0,0,1,1,0,630
0,1,0,1,1,0,0,0,0,1,1,1,1130
0,1,0,1,1,0,0,0,1,0,0,0,590
0,1,0,1,1,0,0,0,1,0,0,1,1090
0,1,0,1,1,0,0,0,1,0,1,0,620
0,1,0,1,1,0,0,0,1,0,1,1,1120
0,1,0,1,1,0,0,0,1,1,0,0,630
0,1,0,1,1,0,0,0,1,1,0,1,1130
0,1,0,1,1,0,0,0,1,1,1,0,660
0,1,0,1,1,0,0,0,1,1,1,1,1160
0,1,0,1,1,0,0,1,0,0,0,0,580
0,1,0,1,1,0,0,1,0,0,0,1,1080
0,1,0,1,1,0,0,1,0,0,1,0,610
0,1,0,1,1,0,0,1,0,0,1,1,1110
0,1,0,1,1,0,0,1,0,1,0,0,620
0,1,0,1,1,0,0,1,0,1,0,1,1120
0,1,0,1,1,0,0,1,0,1,1,0,650
0,1,0,1,1,0,0,1,0,1,1,1,1150
0,1,0,1,1,0,0,1,1,0,0,0,610
0,1,0,1,1,0,0,1,1,0,0,1,1110
0,1,0,1,1,0,0,1,1,0,1,0,640
0,1,0,1,1,0,0,1,1,0,1,1,1140
0,1,0,1,1,0,0,1,1,1,0,0,650
0,1,0,1,1,0,0,1,1,1,0,1,1150
0,1,0,1,1,0,0,1,1,1,1,0,680
0,1,0,1,1,0,0,1,1,1,1,1,1180
0,1,0,1,1,0,1,0,0,0,0,0,660
0,1,0,1,1,0,1,0,0,0,0,1,1160
0,1,0,1,1,0,1,0,0,0,1,0,690
0,1,0,1,1,0,1,0,0,0,1,1,1190
0,1,0,1,1,0,1,0,0,1,0,0,700
0,1,0,1,1,0,1,0,0,1,0,1,1200
0,1,0,1,1,0,1,0,0,1,1,0,730
0,1,0,1,1,0,1,0,0,1,1,1,1230
0,1,0,1,1,0,1,0,1,0,0,0,690
0,1,0,1,1,0,1,0,1,0,0,1,1190
0,1,0,1,1,0,1,0,1,0,1,0,720
0,1,0,1,1,0,1,0,1,0,1,1,1220
0,1,0,1,1,0,1,0,1,1,0,0,730
0,1,0,1,1,0,1,0,1,1,0,1,1230
0,1,0,1,1,0,1,0,1,1,1,0,760
0,1,0,1,1,0,1,0,1,1,1,1,1260
0,1,0,1,1,0,1,1,0,0,0,0,680
0,1,0,1,1,0,1,1,0,0,0,1,1180
0,1,0,1,1,0,1,1,0,0,1,0,710
0,1,0,1,1,0,1,1,0,0,1,1,1210
0,1,0,1,1,0,1,1,0,1,0,0,720
0,1,0,1,1,0,1,1,0,1,0,1,1220
0,1,0,1,1,0,1,1,0,1,1,0,750
0,1,0,1,1,0,1,1,0,1,1,1,1250
0,1,0,1,1,0,1,1,1,0,0,0,710
0,1,0,1,1,0,1,1,1,0,0,1,1210
0,1,0,1,1,0,1,1,1,0,1,0,740
0,1,0,1,1,0,1,1,1,0,1,1,1240
0,1,0,1,1,0,1,1,1,1,0,0,750
0,1,0,1,1,0,1,1,1,1,0,1,1250
0,1,0,1,1,0,1,1,1,1,1,0,780
0,1,0,1,1,0,1,1,1,1,1,1,1280
0,1,0,1,1,1,0,0,0,0,0,0,590
0,1,0,1,1,1,0,0,0,0,0,1,1090
0,1,0,1,1,1,0,0,0,0,1,0,620
0,1,0,1,1,1,0,0,0,0,1,1,1120
0,1,0,1,1,1,0,0,0,1,0,0,630
0,1,0,1,1,1,0,0,0,1,0,1,1130
0,1,0,1,1,1,0,0,0,1,1,0,660
0,1,0,1,1,1,0,0,0,1,1,1,1160
0,1,0,1,1,1,0,0,1,0,0,0,620
0,1,0,1,1,1,0,0,1,0,0,1,1120
0,1,0,1,1,1,0,0,1,0,1,0,650
0,1,0,1,1,1,0,0,1,0,1,1,1150
0,1,0,1,1,1,0,0,1,1,0,0,660
0,1,0,1,1,1,0,0,1,1,0,1,1160
0,1,0,1,1,1,0,0,1,1,1,0,690
0,1,0,1,1,1,0,0,1,1,1,1,1190
0,1,0,1,1,1,0,1,0,0,0,0,610
0,1,0,1,1,1,0,1,0,0,0,1,1110
0,1,0,1,1,1,0,1,0,0,1,0,640
0,1,0,1,1,1,0,1,0,0,1,1,1140
0,1,0,1,1,1,0,1,0,1,0,0,650
0,1,0,1,1,1,0,1,0,1,0,1,1150
0,1,0,1,1,1,0,1,0,1,1,0,680
0,1,0,1,1,1,0,1,0,1,1,1,1180
0,1,0,1,1,1,0,1,1,0,0,0,640
0,1,0,1,1,1,0,1,1,0,0,1,1140
0,1,0,1,1,1,0,1,1,0,1,0,670
0,1,0,1,1,1,0,1,1,0,1,1,1170
0,1,0,1,1,1,0,1,1,1,0,0,680
0,1,0,1,1,1,0,1,1,1,0,1,1180
0,1,0,1,1,1,0,1,1,1,1,0,710
0,1,0,1,1,1,0,1,1,1,1,1,1210
0,1,0,1,1,1,1,0,0,0,0,0,690
0,1,0,1,1,1,1,0,0,0,0,1,1190
0,1,0,1,1,1,1,0,0,0,1,0,720
0,1,0,1,1,1,1,0,0,0,1,1,1220
0,1,0,1,1,1,1,0,0,1,0,0,730
0,1,0,1,1,1,1,0,0,1,0,1,1230
0,1,0,1,1,1,1,0,0,1,1,0,760
0,1,0,1,1,1,1,0,0,1,1,1,1260
0,1,0,1,1,1,1,0,1,0,0,0,720
0,1,0,1,1,1,1,0,1,0,0,1,1220
0,1,0,1,1,1,1,0,1,0,1,0,750
0,1,0,1,1,1,1,0,1,0,1,1,1250
0,1,0,1,1,1,1,0,1,1,0,0,760
0,1,0,1,1,1,1,0,1,1,0,1,1260
0,1,0,1,1,1,1,0,1,1,1,0,790
0,1,0,1,1,1,1,0,1,1,1,1,1290
0,1,0,1,1,1,1,1,0,0,0,0,710
0,1,0,1,1,1,1,1,0,0,0,1,1210
0,1,0,1,1,1,1,1,0,0,1,0,740
0,1,0,1,1,1,1,1,0,0,1,1,1240
0,1,0,1,1,1,1,1,0,1,0,0,750
0,1,0,1,1,1,1,1,0,1,0,1,1250
0,1,0,1,1,1,1,1,0,1,1,0,780
0,1,0,1,1,1,1,1,0,1,1,1,1280
0,1,0,1,1,1,1,1,1,0,0,0,740
0,1,0,1,1,1,1,1,1,0,0,1,1240
0,1,0,1,1,1,1,1,1,0,1,0,770
0,1,0,1,1,1,1,1,1,0,1,1,1270
0,1,0,1,1,1,1,1,1,1,0,0,780
0,1,0,1,1,1,1,1,1,1,0,1,1280
0,1,0,1,1,1,1,1,1,1,1,0,810
0,1,0,1,1,1,1,1,1,1,1,1,1310
0,1,1,0,0,0,0,0,0,0,0,0,90
0,1,1,0,0,0,0,0,0,0,0,1,590
0,1,1,0,0,0,0,0,0,0,1,0,120
0,1,1,0,0,0,0,0,0,0,1,1,620
0,1,1,0,0,0,0,0,0,1,0,0,130
0,1,1,0,0,0,0,0,0,1,0,1,630
0,1,1,0,0,0,0,0,0,1,1,0,160
0,1,1,0,0,0,0,0,0,1,1,1,660
0,1,1,0,0,0,0,0,1,0,0,0,120
0,1,1,0,0,0,0,0,1,0,0,1,620
0,1,1,0,0,0,0,0,1,0,1,0,150
0,1,1,0,0,0,0,0,1,0,1,1,650
0,1,1,0,0,0,0,0,1,1,0,0,160
0,1,1,0,0,0,0,0,1,1,0,1,660
0,1,1,0,0,0,0,0,1,1,1,0,190
0,1,1,0,0,0,0,0,1,1,1,1,690
0,1,1,0,0,0,0,1,0,0,0,0,110
0,1,1,0,0,0,0,1,0,0,0,1,610
0,1,1,0,0,0,0,1,0,0,1,0,140
0,1,1,0,0,0,0,1,0,0,1,1,640
0,1,1,0,0,0,0,1,0,1,0,0,150
0,1,1,0,0,0,0,1,0,1,0,1,650
0,1,1,0,0,0,0,1,0,1,1,0,180
0,1,1,0,0,0,0,1,0,1,1,1,680
0,1,1,0,0,0,0,1,1,0,0,0,140
0,1,1,0,0,0,0,1,1,0,0,1,640
0,1,1,0,0,0,0,1,1,0,1,0,170
0,1,1,0,0,0,0,1,1,0,1,1,670
0,1,1,0,0,0,0,1,1,1,0,0,180
0,1,1,0,0,0,0,1,1,1,0,1,680
0,1,1,0,0,0,0,1,1,1,1,0,210
0,1,1,0,0,0,0,1,1,1,1,1,710
0,1,1,0,0,0,1,0,0,0,0,0,190
0,1,1,0,0,0,1,0,0,0,0,1,690
0,1,1,0,0,0,1,0,0,0,1,0,220
0,1,1,0,0,0,1,0,0,0,1,1,720
0,1,1,0,0,0,1,0,0,1,0,0,230
0,1,1,0,0,0,1,0,0,1,0,1,730
0,1,1,0,0,0,1,0,0,1,1,0,260
0,1,1,0,0,0,1,0,0,1,1,1,760
0,1,1,0,0,0,1,0,1,0,0,0,220
0,1,1,0,0,0,1,0,1,0,0,1,720
0,1,1,0,0,0,1,0,1,0,1,0,250
0,1,1,0,0,0,1,0,1,0,1,1,750
0,1,1,0,0,0,1,0,1,1,0,0,260
0,1,1,0,0,0,1,0,1,1,0,1,760
0,1,1,0,0,0,1,0,1,1,1,0,290
0,1,1,0,0,0,1,0,1,1,1,1,790
0,1,1,0,0,0,1,1,0,0,0,0,210
0,1,1,0,0,0,1,1,0,0,0,1,710
0,1,1,0,0,0,1,1,0,0,1,0,240
